59284.3 14.904 0.056 14.842 0.034 14.832 0.03 15.273 0.118 15.406 0.023 15.465 0.037
59297.3 15.717 0.078 15.311 0.04 15.438 0.043 15.87 0.123 15.974 0.053 14.924 0.054
59300.3 16.469 0.143 15.482 0.058 16.961 0.122 15.61 0.046 16.264 0.073 15.874 0.098
59302.3 16.444 0.131 15.64 0.055 15.879 0.062 15.574 0.037 16.033 0.048 15.715 0.062
59305.3 16.415 0.067 15.71 0.039 15.936 0.035 15.585 0.03 16.047 0.034 15.586 0.057
59309.4 16.813 0.071 15.88 0.04 15.89 0.035 16.077 0.117 15.849 0.026 15.708 0.044
59311.4 17.124 0.092 16.082 0.06 16.339 0.058 15.768 0.04 16.033 0.037 15.693 0.068
59312.3 17.174 0.074 15.86 0.039 16.448 0.039 15.8 0.032 15.924 0.025 15.707 0.044
59313.3 17.377 0.08 16.064 0.039 16.519 0.04 15.7 0.029 15.865 0.027 15.65 0.04
59314.3 17.449 0.097 16.165 0.048 16.626 0.047 15.786 0.034 15.809 0.031 15.778 0.051
59315.3 17.543 0.074 16.173 0.043 16.856 0.043 15.833 0.03 15.912 0.027 15.656 0.053
59321.3 18.069 0.116 16.605 0.051 17.033 0.045 16.266 0.033 16.398 0.03 16.032 0.05
59322.4 17.193 0.176 16.641 0.174 16.44 0.094 15.536 0.07 16.583 0.069 16.589 0.196
59329.3 17.387 0.253 16.541 0.125 17.113 0.149 16.581 0.098 0.0 0.0 16.765 0.147
59331.3 0.0 0.0 17.161 0.17 18.633 0.456 16.677 0.082 16.867 0.103 16.368 0.108
